##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	HG002.hs37d5.60x.1.addrg.bam
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1327219598
Sequences flagged as poor quality	0
Sequence length	148
%GC	39
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.15046478013203	34.0	31.0	34.0	30.0	34.0
2	32.34115010935817	34.0	31.0	34.0	30.0	34.0
3	32.38896832278391	34.0	31.0	34.0	31.0	34.0
4	35.80548900092417	37.0	35.0	37.0	35.0	37.0
5	35.747888431948844	37.0	35.0	37.0	35.0	37.0
6	35.776695160735564	37.0	36.0	37.0	35.0	37.0
7	35.77087915710539	37.0	36.0	37.0	35.0	37.0
8	35.774985596618656	37.0	36.0	37.0	35.0	37.0
9	37.49740360524724	39.0	38.0	39.0	35.0	39.0
10-14	37.78706873871825	39.4	38.2	39.4	35.2	39.4
15-19	38.93676118968822	41.0	39.0	41.0	35.2	41.0
20-24	38.94056817702295	41.0	39.0	41.0	35.0	41.0
25-29	38.82935456970249	41.0	39.0	41.0	34.8	41.0
30-34	38.69296469882296	41.0	39.0	41.0	34.0	41.0
35-39	38.537496268496184	41.0	38.0	41.0	34.0	41.0
40-44	38.38070799569372	40.2	38.0	41.0	33.6	41.0
45-49	38.16465510118243	40.0	38.0	41.0	33.0	41.0
50-54	37.95966482466001	40.0	38.0	41.0	32.8	41.0
55-59	37.71274006473796	40.0	37.2	41.0	32.0	41.0
60-64	37.37911268169806	40.0	36.4	41.0	31.2	41.0
65-69	36.87552444881845	39.0	35.4	41.0	31.0	41.0
70-74	36.241269444545985	38.0	35.0	40.4	30.0	41.0
75-79	35.48967725640832	36.6	35.0	39.2	30.0	41.0
80-84	34.66473617864706	35.6	34.0	37.6	29.0	39.4
85-89	33.935370533761514	35.0	34.0	36.4	29.0	38.2
90-94	33.422145737332606	35.0	34.0	35.8	29.0	36.8
95-99	33.12671408895214	35.0	34.0	35.0	29.0	36.0
100-104	32.35169997135621	34.6	32.8	34.8	27.2	35.4
105-109	32.87366702416641	35.0	34.0	35.0	28.6	36.0
110-114	32.90109508720501	35.0	34.0	35.0	29.0	36.0
115-119	32.8710855301882	35.0	34.0	35.0	29.0	35.6
120-124	32.807790458651745	35.0	34.0	35.0	28.2	35.0
125-129	32.7559227108399	35.0	34.0	35.0	27.0	35.0
130-134	32.68067580041868	35.0	34.0	35.0	27.0	35.0
135-139	32.61350314946148	35.0	34.0	35.0	27.0	35.0
140-144	32.5396755868278	35.0	34.0	35.0	26.4	35.0
145-148	32.18798852569385	34.75	33.25	35.0	24.5	35.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1203	145-148	0.16098290488596234
1204	1	-0.046991715621366836
1204	2	9.213380764379053E-4
1204	3	-0.006647616124965339
1204	4	0.025267835869136945
1204	5	0.05476400005583315
1204	6	0.05414441675043946
1204	7	0.06881305253596537
1204	8	0.05864099068676154
1204	9	0.12178635115444791
1204	10-14	0.08501686244619577
1204	15-19	0.11399102094549107
1204	20-24	0.09599278136185063
1204	25-29	0.10738244979607003
1204	30-34	0.10303604228172247
1204	35-39	0.09896348194873639
1204	40-44	0.11073571880476862
1204	45-49	0.07648283735096584
1204	50-54	0.06804169275356742
1204	55-59	0.07237989673928524
1204	60-64	0.06879098758299307
1204	65-69	0.08520298288242145
1204	70-74	0.10248563538770128
1204	75-79	0.10370247179508851
1204	80-84	0.10428372422743593
1204	85-89	0.10746494424102337
1204	90-94	0.09479201013954963
1204	95-99	0.10900111086259301
1204	100-104	0.10681406662617832
1204	105-109	0.11992996374289788
1204	110-114	0.12388584441581685
1204	115-119	0.1106381787135291
1204	120-124	0.11897676282465142
1204	125-129	0.1359750176719885
1204	130-134	0.13846909131271445
1204	135-139	0.14772568045601275
1204	140-144	0.1534934351862347
1204	145-148	0.15890738552936767
1205	1	-0.055127571595875224
1205	2	-0.018407284580895578
1205	3	-0.011366736926547105
1205	4	0.009738195994501098
1205	5	0.028739105547884947
1205	6	0.03397861708900507
1205	7	0.041925298261830335
1205	8	0.03292412074225837
1205	9	0.0820332488080453
1205	10-14	0.058132875376948334
1205	15-19	0.09392244929886573
1205	20-24	0.06538231672705308
1205	25-29	0.0807799617443834
1205	30-34	0.07894014770691626
1205	35-39	0.07953145437015507
1205	40-44	0.07077179175772841
1205	45-49	0.050112301582558416
1205	50-54	0.05222329934704106
1205	55-59	0.04892016553863243
1205	60-64	0.04569230610412944
1205	65-69	0.07531893380252086
1205	70-74	0.06807514132184878
1205	75-79	0.0877733824983764
1205	80-84	0.09676536825625703
1205	85-89	0.0677499643054702
1205	90-94	0.08966012980923921
1205	95-99	0.10368110425245902
1205	100-104	0.09529663503472108
1205	105-109	0.11888074389467818
1205	110-114	0.10284437511407418
1205	115-119	0.11314144159884165
1205	120-124	0.12474281555906686
1205	125-129	0.12788904559877778
1205	130-134	0.1404195681306959
1205	135-139	0.14182801718452964
1205	140-144	0.14322473148124004
1205	145-148	0.1547246896647394
1206	1	-0.0394661812020658
1206	2	-0.03198452913758132
1206	3	-0.04553084341872449
1206	4	-2.153104766762226E-4
1206	5	0.013725290981106752
1206	6	0.021717957087588502
1206	7	0.02498847610821997
1206	8	0.029969312449892982
1206	9	0.07468371383918537
1206	10-14	0.04992935116229802
1206	15-19	0.05807153353106287
1206	20-24	0.053172950946169806
1206	25-29	0.06692628376622167
1206	30-34	0.05383627944503644
1206	35-39	0.05888514177744497
1206	40-44	0.04374460391434809
1206	45-49	0.017404674908746642
1206	50-54	0.025260702338357532
1206	55-59	0.023184107444194524
1206	60-64	0.022838610626351397
1206	65-69	0.044631849857367456
1206	70-74	0.04759741636649295
1206	75-79	0.0597491097186591
1206	80-84	0.04880065316987725
1206	85-89	0.05895846404480665
1206	90-94	0.060016001005053
1206	95-99	0.0680264513372677
1206	100-104	0.04947126643006072
1206	105-109	0.08085916910868463
1206	110-114	0.08618172737949692
1206	115-119	0.06990417266469962
1206	120-124	0.08537732579005564
1206	125-129	0.08557943431436854
1206	130-134	0.11172286778533191
1206	135-139	0.09745110840534466
1206	140-144	0.10860732726171562
1206	145-148	0.11475675065583602
1207	1	-0.03654846156972269
1207	2	-0.017130243666734657
1207	3	-6.53814695894539E-4
1207	4	-0.0019991445620206605
1207	5	-0.00416325431710618
1207	6	0.009587380890856423
1207	7	0.01411310096531082
1207	8	0.00933022316154819
1207	9	0.045075209825448326
1207	10-14	0.014320464838689873
1207	15-19	0.024907790916088857
1207	20-24	0.026233198034603333
1207	25-29	0.038124691520977194
1207	30-34	0.025554633862149956
1207	35-39	0.017154889642235105
1207	40-44	0.03488477065585016
1207	45-49	0.015741779517242094
1207	50-54	0.02171223788347021
1207	55-59	0.0036252973169581537
1207	60-64	0.011070744514981357
1207	65-69	0.04569210647371591
1207	70-74	0.06617627453211838
1207	75-79	0.0626625549698332
1207	80-84	0.06237291103327891
1207	85-89	0.056896494591661906
1207	90-94	0.06054976282533886
1207	95-99	0.062155307655324066
1207	100-104	0.05431895967488032
1207	105-109	0.07567661937013526
1207	110-114	0.08506950553458381
1207	115-119	0.07787146564932357
1207	120-124	0.09072899830115233
1207	125-129	0.10227823890673449
1207	130-134	0.10526095437488436
1207	135-139	0.11305724964526576
1207	140-144	0.11093291563838648
1207	145-148	0.10893460493964824
1208	1	-0.04030722297300571
1208	2	-0.014394139423494323
1208	3	-0.03463017418616232
1208	4	-0.020632972511954506
1208	5	-0.003671523513531838
1208	6	0.003120686123857297
1208	7	0.00922089998918807
1208	8	0.01020127504273205
1208	9	0.04961934459297623
1208	10-14	0.025213056059286032
1208	15-19	0.02997967640438759
1208	20-24	0.007755210238862276
1208	25-29	0.02063155249487636
1208	30-34	0.014925448014317055
1208	35-39	0.022012359552071814
1208	40-44	0.005738981213610828
1208	45-49	0.0046560958465846625
1208	50-54	0.0016521685269381692
1208	55-59	-0.011621360443974993
1208	60-64	0.0036268933386907065
1208	65-69	0.05438462011941425
1208	70-74	0.03447198276151653
1208	75-79	0.04002627975913242
1208	80-84	0.05048301766322538
1208	85-89	0.04467152730371993
1208	90-94	0.04958292087371774
1208	95-99	0.04952263234183363
1208	100-104	0.031720325242204694
1208	105-109	0.06990693981803986
1208	110-114	0.06247189313982204
1208	115-119	0.07851559034968858
1208	120-124	0.08498155555459874
1208	125-129	0.08219866344635562
1208	130-134	0.09550946420925754
1208	135-139	0.10240159765982781
1208	140-144	0.11084761598047521
1208	145-148	0.11422674148107603
1209	1	-0.056674459928537146
1209	2	-0.055449195472697
1209	3	-0.04469576202158976
1209	4	-0.044992642743302724
1209	5	0.0029325874777015315
1209	6	-0.03778172321349871
1209	7	-0.011649085306942197
1209	8	-0.04520555277148475
1209	9	0.007645781781000949
1209	10-14	-0.02081939872866201
1209	15-19	-0.003217257220406111
1209	20-24	-0.006741838445279313
1209	25-29	-0.036547294705705724
1209	30-34	-0.010841867613272882
1209	35-39	-0.04322265833367567
1209	40-44	-3.273805288799281E-4
1209	45-49	-0.007994618025087163
1209	50-54	0.0098827042496481
1209	55-59	-0.037564519147515796
1209	60-64	0.0016477636439304888
1209	65-69	-0.009410962115765642
1209	70-74	-0.0061076963090869185
1209	75-79	0.011486100580810898
1209	80-84	0.031124917478273062
1209	85-89	0.03102924354583081
1209	90-94	0.03497945484484433
1209	95-99	0.05547574114368814
1209	100-104	0.04802438945028342
1209	105-109	0.07662812411146547
1209	110-114	0.05935381367798698
1209	115-119	0.061038237995262534
1209	120-124	0.06338912167328914
1209	125-129	0.06422246666495823
1209	130-134	0.1094997455378035
1209	135-139	0.10797512422623612
1209	140-144	0.11240343104424255
1209	145-148	0.113816326956794
1210	1	-0.05570284392116065
1210	2	-0.06161642174298265
1210	3	-0.04398022132117774
1210	4	-0.02815018540158576
1210	5	-0.02206474955606552
1210	6	-0.025255872337559993
1210	7	-0.022972451417530237
1210	8	-0.0058533124363719935
1210	9	0.007354022457292331
1210	10-14	-0.022886389405300633
1210	15-19	-0.017183095213042066
1210	20-24	-0.014891696285943112
1210	25-29	-0.025670451968629493
1210	30-34	-0.027638249816632765
1210	35-39	-0.026719064370091417
1210	40-44	-0.0016227047980876819
1210	45-49	-0.007621738306347936
1210	50-54	-0.02621707031713072
1210	55-59	-0.014670894689089664
1210	60-64	-0.01680429848391185
1210	65-69	0.006531522672489132
1210	70-74	0.01561814933532446
1210	75-79	0.030242274531047997
1210	80-84	0.03823584705990157
1210	85-89	0.038085970942368874
1210	90-94	0.047164796325702696
1210	95-99	0.045409175603218443
1210	100-104	0.017894965500254045
1210	105-109	0.040110830598791836
1210	110-114	0.05062433709534986
1210	115-119	0.059035395360453435
1210	120-124	0.05530291181067071
1210	125-129	0.056755503912405914
1210	130-134	0.07084232109355781
1210	135-139	0.08154673767209886
1210	140-144	0.07483666485889273
1210	145-148	0.10196064520813053
1211	1	-0.07935099885617092
1211	2	-0.063075667335454
1211	3	-0.0795883584656707
1211	4	-0.09833647368198939
1211	5	-0.04905634444766349
1211	6	-0.07748286986136321
1211	7	-0.09000889967641967
1211	8	-0.0742580991861459
1211	9	-0.060545291792223566
1211	10-14	-0.07625722721185468
1211	15-19	-0.0882364540850844
1211	20-24	-0.09943014692346708
1211	25-29	-0.09687591696744136
1211	30-34	-0.08820670195559899
1211	35-39	-0.10935361940180854
1211	40-44	-0.07826753547091414
1211	45-49	-0.08973422241639639
1211	50-54	-0.08967678807105983
1211	55-59	-0.07846536093547485
1211	60-64	-0.04557234292757073
1211	65-69	-0.06297525718733965
1211	70-74	-0.02091292471664019
1211	75-79	-0.01778171042112575
1211	80-84	-0.012405107701880524
1211	85-89	2.765548861418665E-4
1211	90-94	-0.017521355395125227
1211	95-99	-0.025306595020460065
1211	100-104	-0.0428600195480513
1211	105-109	0.013193283633619046
1211	110-114	0.016944555787368643
1211	115-119	0.01277707890805857
1211	120-124	0.026009371881720256
1211	125-129	0.0298834396583203
1211	130-134	0.04248026249251069
1211	135-139	0.04692125139715131
1211	140-144	0.04161105928282893
1211	145-148	0.05504313850713061
1212	1	-0.03487426303084362
1212	2	-0.02761330731187428
1212	3	-0.02970082497267157
1212	4	-0.0568666681923915
1212	5	-0.03189758818953692
1212	6	-0.04653403796346822
1212	7	-0.049206954492589716
1212	8	-0.05175505881871345
1212	9	-0.4755991889491611
1212	10-14	-0.1087932960516369
1212	15-19	-0.07400478172564107
1212	20-24	-0.06945624143610019
1212	25-29	-0.07494073826962477
1212	30-34	-0.06719362705467091
1212	35-39	-0.06539895563859233
1212	40-44	-0.04165061113932467
1212	45-49	-0.03352960268354366
1212	50-54	-0.0417781803205628
1212	55-59	-0.03804587344018273
1212	60-64	-0.005664784301970371
1212	65-69	0.018083816766626626
1212	70-74	0.006309294361550144
1212	75-79	0.013229955462470855
1212	80-84	0.004966923387364375
1212	85-89	0.012380488104447807
1212	90-94	0.010463217743428288
1212	95-99	0.025149369993869186
1212	100-104	0.0014822841578165935
1212	105-109	0.039793523865085945
1212	110-114	0.0405226082293737
1212	115-119	0.02205020714841055
1212	120-124	0.04942249876401661
1212	125-129	0.05247480234398694
1212	130-134	0.061797765732407584
1212	135-139	0.06894372532772053
1212	140-144	0.06597836915949529
1212	145-148	0.09877273046905088
1213	1	-0.037062428092532684
1213	2	-0.04112007042583343
1213	3	-0.0431549763149377
1213	4	-0.056511833863361005
1213	5	-0.056103062429890826
1213	6	-0.053144711475503925
1213	7	-0.06869034717470868
1213	8	-0.07438102625896903
1213	9	-0.04211415937166407
1213	10-14	-0.0886860854832463
1213	15-19	-0.08727289864845034
1213	20-24	-0.1111956249726731
1213	25-29	-0.09982044114693878
1213	30-34	-0.10451431915814169
1213	35-39	-0.09189885949148646
1213	40-44	-0.06727931410445365
1213	45-49	-0.06898339312537871
1213	50-54	-0.04086022902721709
1213	55-59	-0.04939199820732654
1213	60-64	-0.05019602747127294
1213	65-69	-0.04144660826707991
1213	70-74	-0.05780165205508325
1213	75-79	-0.04698989522066199
1213	80-84	-0.04641614479439227
1213	85-89	-0.037751983972796666
1213	90-94	-0.045879015461615325
1213	95-99	-0.03490698544040072
1213	100-104	-0.09738801526157204
1213	105-109	-0.03506037444815746
1213	110-114	-0.03712310193585466
1213	115-119	-0.035079654215749656
1213	120-124	-0.01613153827349123
1213	125-129	-0.0059777679415162766
1213	130-134	-0.0021025626034330003
1213	135-139	-4.553050392317459E-4
1213	140-144	0.010462130120004076
1213	145-148	0.04084101989965916
1214	1	-0.017209739391745416
1214	2	-0.042754567536597676
1214	3	-0.07896409506140856
1214	4	-0.0886945898545477
1214	5	-0.08317952178306598
1214	6	-0.08635250563828123
1214	7	-0.09877636234344322
1214	8	-0.09539714503495134
1214	9	-0.14369594671119756
1214	10-14	-0.10311345364405611
1214	15-19	-0.29795860766171245
1214	20-24	-0.13637130769031813
1214	25-29	-0.17008631619466286
1214	30-34	-0.12808674879497062
1214	35-39	-0.1269463876190997
1214	40-44	-0.1269191828146745
1214	45-49	-0.07861783950835388
1214	50-54	-0.0578140336054247
1214	55-59	-0.07832818496663663
1214	60-64	-0.09469668522966401
1214	65-69	-0.0824892314686636
1214	70-74	-0.10200699082583498
1214	75-79	-0.10357612228851565
1214	80-84	-0.13018226886283202
1214	85-89	-0.13113337543514803
1214	90-94	-0.10884588920801264
1214	95-99	-0.12910333119504003
1214	100-104	-0.17374690187338615
1214	105-109	-0.15758320441412366
1214	110-114	-0.14334561561462777
1214	115-119	-0.15158122736632862
1214	120-124	-0.13843402065775479
1214	125-129	-0.14184011569820143
1214	130-134	-0.11591486517325933
1214	135-139	-0.10556174225008164
1214	140-144	-0.12412315143394181
1214	145-148	-0.07447080866380418
1215	1	-0.03410390965935761
1215	2	-0.053250605221080605
1215	3	-0.04737477961782588
1215	4	-0.06284161793594478
1215	5	-0.06609383344608943
1215	6	-0.06300557060339429
1215	7	-0.07733461087465088
1215	8	-0.06319368843153228
1215	9	-0.12619398101339385
1215	10-14	-0.09172507643344119
1215	15-19	-0.2213463404165381
1215	20-24	-0.1284575062650788
1215	25-29	-0.13504827893506643
1215	30-34	-0.1232927199616185
1215	35-39	-0.10410451890668782
1215	40-44	-0.09141777643033322
1215	45-49	-0.074570599847668
1215	50-54	-0.0824854615008519
1215	55-59	-0.09958081902561133
1215	60-64	-0.1185754789873883
1215	65-69	-0.1042053728596386
1215	70-74	-0.14289778161050037
1215	75-79	-0.18574011594697026
1215	80-84	-0.1761504729395753
1215	85-89	-0.14881954956079824
1215	90-94	-0.14772748177221473
1215	95-99	-0.15241843992889414
1215	100-104	-0.23272753430919124
1215	105-109	-0.16858148302222276
1215	110-114	-0.14389492403164184
1215	115-119	-0.13395295846795818
1215	120-124	-0.13781289224817073
1215	125-129	-0.13221016786626194
1215	130-134	-0.14949531390242043
1215	135-139	-0.1539552500162813
1215	140-144	-0.16641138122326282
1215	145-148	-0.08678465803406255
1216	1	0.04788611928846365
1216	2	0.02298739928325233
1216	3	-0.010093533924219855
1216	4	-0.009141441835780029
1216	5	-0.02597055856525543
1216	6	-0.015884571224049182
1216	7	-0.022044477818944586
1216	8	-0.0035083231651213964
1216	9	-0.04552782467810346
1216	10-14	-0.061555342947727354
1216	15-19	-0.07839687637749648
1216	20-24	-0.09441068778117767
1216	25-29	-0.1134096153745503
1216	30-34	-0.13062596907123236
1216	35-39	-0.11124065265224203
1216	40-44	-0.10510418606085636
1216	45-49	-0.09851422839253132
1216	50-54	-0.11199625952401959
1216	55-59	-0.1551562077297035
1216	60-64	-0.2246289123863079
1216	65-69	-0.24938631149917967
1216	70-74	-0.2967157324873071
1216	75-79	-0.3237507286389558
1216	80-84	-0.3267030674602083
1216	85-89	-0.32161576942652204
1216	90-94	-0.33533758710528616
1216	95-99	-0.30862337734746603
1216	100-104	-0.45755423012743535
1216	105-109	-0.3625274158120888
1216	110-114	-0.3390287962601093
1216	115-119	-0.33089311895975015
1216	120-124	-0.3630640240365892
1216	125-129	-0.3815369344392465
1216	130-134	-0.38880473364573476
1216	135-139	-0.4248603218947338
1216	140-144	-0.46574348330808135
1216	145-148	-0.4331320721136649
2101	1	0.1301935128327969
2101	2	0.13030972429297805
2101	3	0.1499339889420952
2101	4	0.1256147702310031
2101	5	0.0973009482686038
2101	6	0.10005311073201995
2101	7	0.0901264704683058
2101	8	0.10002693274361008
2101	9	0.16425380514671417
2101	10-14	0.1625497090749377
2101	15-19	0.22494133634088342
2101	20-24	0.21791904567658094
2101	25-29	0.19463542823883273
2101	30-34	0.18194862134262735
2101	35-39	0.19975930120153862
2101	40-44	0.1764093163777929
2101	45-49	0.12349950438134272
2101	50-54	0.14121320585988428
2101	55-59	0.18002053051006328
2101	60-64	0.1929494556442748
2101	65-69	0.16625900173632857
2101	70-74	0.14078097463576
2101	75-79	0.1477001846431918
2101	80-84	0.12003960580454276
2101	85-89	0.11741406838040547
2101	90-94	0.10484515642014713
2101	95-99	0.12494207261595136
2101	100-104	0.15210492825357846
2101	105-109	0.12662117426297925
2101	110-114	0.11077404182470474
2101	115-119	0.06460460586281158
2101	120-124	0.10786972229503533
2101	125-129	0.08939428053766107
2101	130-134	0.11112176700468979
2101	135-139	0.09442832817614288
2101	140-144	0.08490860026067537
2101	145-148	0.013773818581690023
2102	1	0.08480974251314422
2102	2	0.10986436321053361
2102	3	0.08059269771532485
2102	4	0.07129952653784244
2102	5	0.04791144387845492
2102	6	0.06746099910928649
2102	7	0.07995263975971056
2102	8	0.08421561622683527
2102	9	0.1241430067406526
2102	10-14	0.10914168905050303
2102	15-19	0.16349783583823552
2102	20-24	0.12391261661419861
2102	25-29	0.14897744082683317
2102	30-34	0.11936552234843134
2102	35-39	0.11356596719567591
2102	40-44	0.007311429457701024
2102	45-49	0.02569231846810993
2102	50-54	0.09525524540738672
2102	55-59	0.11385754065997133
2102	60-64	0.11033727020102901
2102	65-69	0.053904439305085816
2102	70-74	0.03076501688479283
2102	75-79	0.03781540390213678
2102	80-84	0.013678900351159484
2102	85-89	0.02457722267546103
2102	90-94	0.0010042698728724986
2102	95-99	0.02490087825786702
2102	100-104	0.06186856679420316
2102	105-109	0.01885751248572376
2102	110-114	-3.934106244258828E-4
2102	115-119	-0.008074773239854949
2102	120-124	0.012987802110039581
2102	125-129	0.00549395713654377
2102	130-134	-0.17216147024812045
2102	135-139	-0.19327155091042414
2102	140-144	-0.11624279158282746
2102	145-148	-0.13744923918349627
2103	1	0.08414557629648556
2103	2	0.09149001557106828
2103	3	0.10803732917680975
2103	4	0.08889888400965873
2103	5	0.08624017242597404
2103	6	0.09136388503762305
2103	7	0.10707810593594047
2103	8	0.12052128809495599
2103	9	0.16779565880580094
2103	10-14	0.09366180839687388
2103	15-19	0.16434679185871914
2103	20-24	0.14125184637011046
2103	25-29	0.14646130451455264
2103	30-34	0.1469001666069829
2103	35-39	0.14786102561478742
2103	40-44	0.1450552291236349
2103	45-49	0.10753927898831961
2103	50-54	0.11883243772908969
2103	55-59	0.13224249750835781
2103	60-64	-0.014556762777765186
2103	65-69	0.04522422489660016
2103	70-74	0.06517818520219976
2103	75-79	0.11108122717461555
2103	80-84	0.12319923178049663
2103	85-89	0.11973736834774229
2103	90-94	0.11898538229065281
2103	95-99	0.11365906771816725
2103	100-104	0.10485735820304853
2103	105-109	-0.006588338681901007
2103	110-114	0.11301341163654399
2103	115-119	0.1039900608623654
2103	120-124	0.10406198609648243
2103	125-129	0.110767939368273
2103	130-134	0.0024672527800220223
2103	135-139	0.011367706166687697
2103	140-144	-0.14893050554097442
2103	145-148	-0.042935614451337756
2104	1	0.0696787248497941
2104	2	0.08719741312081197
2104	3	0.06813721460565603
2104	4	0.07491556026227641
2104	5	0.074586998555084
2104	6	0.07021596722816525
2104	7	0.08349788976784822
2104	8	0.07165144529404444
2104	9	0.12414022854161288
2104	10-14	0.08860895928273749
2104	15-19	0.10170327215568875
2104	20-24	0.08548754233851241
2104	25-29	0.11620030905175582
2104	30-34	0.10335989642170773
2104	35-39	0.025539343468480524
2104	40-44	0.09193407758345984
2104	45-49	0.03130028810139862
2104	50-54	0.08070735474645829
2104	55-59	0.06805825077576344
2104	60-64	0.07266766570837291
2104	65-69	-0.05265269767558323
2104	70-74	-0.006871297267821319
2104	75-79	0.0534410447885989
2104	80-84	4.479450861083478E-4
2104	85-89	-0.025472964433433276
2104	90-94	0.0285841277729304
2104	95-99	0.006246511789804288
2104	100-104	-0.05096600783466698
2104	105-109	0.01487669976600614
2104	110-114	-0.028236341013453625
2104	115-119	-0.1849086907927031
2104	120-124	-0.13144437437051693
2104	125-129	0.060887494328774494
2104	130-134	6.531465219481447E-4
2104	135-139	0.05952900965167629
2104	140-144	0.005817584502089801
2104	145-148	-0.04848413672133489
2105	1	0.011878034646713331
2105	2	0.04806146158882996
2105	3	0.02966536032790401
2105	4	-0.027849560241563154
2105	5	0.007658704372033753
2105	6	0.03441825137417709
2105	7	-0.08661572432202291
2105	8	-0.1609438426753158
2105	9	-0.18446725760498595
2105	10-14	-0.07493311255338142
2105	15-19	0.01894349965886022
2105	20-24	-0.02421733086551825
2105	25-29	0.06719399978779705
2105	30-34	-0.06006867562928875
2105	35-39	-0.0028187312296381606
2105	40-44	-0.0955869763481374
2105	45-49	0.01755348850601024
2105	50-54	-0.11358468238218222
2105	55-59	-0.10193917199998026
2105	60-64	0.03715563545792122
2105	65-69	0.07135036950764828
2105	70-74	-0.06834489181681391
2105	75-79	-0.1752712402388923
2105	80-84	0.0025841804281867553
2105	85-89	0.053466543872438876
2105	90-94	-0.03558053129372496
2105	95-99	0.06094880634366717
2105	100-104	0.10799416653519955
2105	105-109	-0.09203899085733269
2105	110-114	-0.04849038608878686
2105	115-119	0.04426001625179765
2105	120-124	0.017741276231163283
2105	125-129	-0.003825692227017896
2105	130-134	-0.009049498864598604
2105	135-139	-0.11300161186506585
2105	140-144	0.011328336085547619
2105	145-148	-0.1760700237851367
2106	1	0.03812630394691752
2106	2	0.06620972325413277
2106	3	0.08061054420171132
2106	4	-0.021982324615450466
2106	5	0.02257033840488276
2106	6	0.05093143541191836
2106	7	0.048782183922099875
2106	8	0.057068826746743184
2106	9	0.11371366909497027
2106	10-14	0.08063209917912673
2106	15-19	0.1183265996845222
2106	20-24	0.07322483293320659
2106	25-29	0.05844271245707944
2106	30-34	0.04603970877137442
2106	35-39	0.047661895169348156
2106	40-44	0.061718904802063435
2106	45-49	0.06412880372347018
2106	50-54	0.03934914057385441
2106	55-59	0.04088741963580844
2106	60-64	0.07476265439822782
2106	65-69	0.01082045702241885
2106	70-74	0.08558702669368756
2106	75-79	0.05993289670138324
2106	80-84	0.09049884426145383
2106	85-89	0.09186395807053316
2106	90-94	0.05659231531485176
2106	95-99	0.026156093076203035
2106	100-104	0.1126760146267003
2106	105-109	0.10140963931584679
2106	110-114	0.07250178288163056
2106	115-119	0.07132140139460574
2106	120-124	0.07307712955236667
2106	125-129	0.08439328691536474
2106	130-134	0.04880021322991013
2106	135-139	0.08095637992794735
2106	140-144	0.09070164733367392
2106	145-148	-0.1292389439937267
2107	1	0.05632309422263404
2107	2	0.07512341216646945
2107	3	0.06995739919698707
2107	4	0.04972268891092568
2107	5	0.051627336766514986
2107	6	0.05477783490311339
2107	7	0.05210377181891346
2107	8	0.0487771381872264
2107	9	0.0860145315020091
2107	10-14	0.06770328269071513
2107	15-19	0.007526943996282398
2107	20-24	0.047662839652687694
2107	25-29	0.0905229528364444
2107	30-34	-0.02077739841026016
2107	35-39	0.05147658593820381
2107	40-44	0.07960880093109068
2107	45-49	0.04808419819352139
2107	50-54	0.02651858048988487
2107	55-59	0.08396385749843915
2107	60-64	0.10230902616001458
2107	65-69	0.11221462352809652
2107	70-74	-0.044883048452078356
2107	75-79	0.09947932790053216
2107	80-84	0.11126685116113322
2107	85-89	0.10953003046834908
2107	90-94	0.09716918458938295
2107	95-99	0.014789141441568177
2107	100-104	0.05538571698836847
2107	105-109	0.0993081733268113
2107	110-114	0.10598760962241016
2107	115-119	-0.033772685531864965
2107	120-124	-0.06119142235688457
2107	125-129	0.03272401175764372
2107	130-134	-0.05615475269350867
2107	135-139	0.08217776424321954
2107	140-144	0.030372451515496834
2107	145-148	0.07928638357439155
2108	1	0.04132422178852124
2108	2	0.018619127615480124
2108	3	0.03884267762667548
2108	4	0.027340207970581787
2108	5	0.0241749550245558
2108	6	0.0324889597487541
2108	7	0.061337702822321205
2108	8	0.0444271270239085
2108	9	0.06279149821724417
2108	10-14	0.049337424079226366
2108	15-19	0.07307339570230909
2108	20-24	0.021362210414018534
2108	25-29	0.04770168072113279
2108	30-34	0.040747034571104734
2108	35-39	0.01400728472237489
2108	40-44	0.03193540025768016
2108	45-49	0.01709667353706834
2108	50-54	0.04250620511783154
2108	55-59	0.05551500229326223
2108	60-64	0.04526293454578223
2108	65-69	0.013668997408828432
2108	70-74	0.006189150228273377
2108	75-79	0.036966323682833035
2108	80-84	0.07120787221560931
2108	85-89	0.07522433425644692
2108	90-94	0.05432213988289192
2108	95-99	0.013926080035602695
2108	100-104	-0.01298696233384078
2108	105-109	0.010033637901806003
2108	110-114	0.03057871673460255
2108	115-119	0.08507841486431289
2108	120-124	-0.0194007464027095
2108	125-129	0.04545026785135775
2108	130-134	0.044432589378928355
2108	135-139	-0.039967249097280444
2108	140-144	-0.1999670794005155
2108	145-148	0.04919733401217741
2109	1	-0.024358485052239587
2109	2	0.0059614245812227296
2109	3	-0.0057683356507709505
2109	4	-0.06785149120460687
2109	5	-0.11500343461566587
2109	6	-0.07158689865860879
2109	7	-0.02739950734291341
2109	8	-0.018691605814233014
2109	9	0.03305661677380556
2109	10-14	0.004424388504652654
2109	15-19	-0.020734669867380262
2109	20-24	-0.025462012117486665
2109	25-29	-0.009565943328865956
